epoch,acc,loss,val_acc,val_loss
0,0.856270835562,0.454632421432,0.952583337367,0.280525661834
1,0.928500004262,0.231535799402,0.970083337247,0.15890416988
2,0.948125004768,0.168583331547,0.975583337188,0.129104360058
3,0.958395838082,0.13619606116,0.980166670024,0.0959030567112
4,0.963875004724,0.116666720104,0.982250003099,0.0872392789724
5,0.96945833765,0.0988993007007,0.981166669846,0.0806512395811
6,0.970479170904,0.0951132079452,0.984916669726,0.0708227465993
7,0.97352083756,0.0857858594254,0.983666669667,0.0649153467377
8,0.974937504023,0.0802677597773,0.985916669428,0.0630768164494
9,0.976729170516,0.0743343908167,0.986333335698,0.059605608304
10,0.97750000377,0.071646646712,0.986583335936,0.0535720562531
11,0.978958336756,0.0669690589372,0.986666669369,0.0552869842133
12,0.979604170248,0.0638162907463,0.98691666919,0.0510826641551
13,0.980312503532,0.0613924711619,0.987750002205,0.0485011381229
14,0.982395836562,0.0557884428487,0.987166669071,0.0502144353805
15,0.981833336458,0.0560046446099,0.987500002623,0.0458467277607
16,0.983250003085,0.0536043421717,0.988250002265,0.0467692171534
17,0.983166669711,0.0515255461527,0.9885833354,0.043695759305
18,0.984729169592,0.0475893121791,0.9890833354,0.0433590629023
19,0.983895836115,0.0486462049226,0.989916668534,0.04265997566
20,0.985312502712,0.0458809572409,0.990416668594,0.0399669834467
21,0.985583335891,0.0449458013087,0.989333335459,0.0391160777706
22,0.986145836011,0.0426787603632,0.989000002265,0.0393737054266
23,0.98775000231,0.0392125417995,0.988833335578,0.0371341074862
24,0.986833335876,0.0392733530689,0.989583335221,0.038478727679
0,0.85760416892,0.454034005053,0.952166670561,0.283531404652
1,0.930083337903,0.22823759829,0.970250004053,0.161494369142
2,0.948625004932,0.166677606152,0.977416670203,0.121147470038
3,0.958770837843,0.133336693184,0.980500003397,0.0961124854856
4,0.964270837992,0.115751800956,0.98325000304,0.0879398288042
5,0.96889583768,0.0995053486688,0.982750003219,0.0783983872376
6,0.971187504143,0.0919494783366,0.983416669905,0.0696773372211
7,0.973166670725,0.0847536684464,0.983833336473,0.0644165262326
8,0.974562504053,0.0799245048618,0.986583335936,0.0626362825979
9,0.976708337113,0.0746813902126,0.98666666925,0.0591093198344
10,0.977687503889,0.0710162809061,0.986000002861,0.0555315843473
11,0.978020836934,0.0690384006667,0.98666666925,0.0580361112669
12,0.979812503293,0.063924848906,0.987500002384,0.0506087032968
13,0.980979170024,0.0611093170917,0.987833335698,0.0480638754213
14,0.982250003204,0.0558950592712,0.986916669309,0.0507228285189
15,0.981916669846,0.0558039665269,0.987833335757,0.0457897904121
16,0.982916669786,0.0530546319385,0.987750002503,0.0470702669506
17,0.983750002727,0.0507138818473,0.989166668773,0.0430033741973
18,0.985104169428,0.0469236392661,0.988083335698,0.0461821220384
19,0.983895836219,0.0489463439443,0.989750002027,0.0415249049914
20,0.985250002459,0.0462096853791,0.989500002027,0.0395044266153
21,0.985854169294,0.043715595048,0.989666668653,0.0395461960703
22,0.986250002652,0.0422663723376,0.989333335519,0.039412757553
23,0.98635416925,0.0401757514189,0.989166668832,0.037799830388
24,0.987104169115,0.0388558501886,0.98983333534,0.0379383038669
