epoch,acc,loss,lr,val_acc,val_loss
0,0.20359281687,1.77981313117,0.0001,0.119047624724,1.79902345794
1,0.185628745103,1.86463161785,0.0001,0.119047624724,1.79889861175
2,0.233532936742,1.77898200472,0.0001,0.119047624724,1.7989144155
3,0.257485033331,1.7800411607,0.0001,0.119047624724,1.79892400333
4,0.203592815888,1.78108337968,0.0001,0.119047624724,1.79892367976
5,0.167664673782,1.77871648352,0.0001,0.119047624724,1.79893539633
6,0.215568867361,1.77978395773,0.0001,0.119047624724,1.7989366906
7,0.221556889797,1.77801973663,0.0001,0.119047624724,1.79896240575
8,0.209580843677,1.77856559953,0.0001,0.119047624724,1.79898207528
9,0.191616768698,1.77866151661,0.0001,0.119047624724,1.79900818212
10,0.203592817494,1.78050966962,0.0001,0.119047624724,1.79901288237
11,0.179640722578,1.78020860692,0.0001,0.119047624724,1.79901829788
12,0.221556889261,1.77985062571,0.0001,0.119047624724,1.79902911186
13,0.185628747779,1.77920542506,0.0001,0.119047624724,1.7990322113
14,0.161676650811,1.78196425495,0.0001,0.119047624724,1.79902228287
15,0.16167665119,1.78004639591,0.0001,0.119047624724,1.79902533122
16,0.209580843766,1.77925201947,0.0001,0.119047624724,1.79902422428
17,0.24550898739,1.77803751737,0.0001,0.119047624724,1.79904300826
18,0.173652697912,1.78026530843,0.0001,0.119047624724,1.79904150963
19,0.203592815977,1.78109197131,0.0001,0.119047624724,1.79903788226
20,0.197604792293,1.78084944251,0.0001,0.119047624724,1.79903325013
21,0.197604796576,1.84941235345,0.0001,0.119047624724,1.79889747075
22,0.179640720883,1.78178434815,0.0001,0.119047624724,1.79888619695
23,0.155688626591,1.78435421133,0.0001,0.119047624724,1.79891465391
24,0.149700600409,1.78017837916,0.0001,0.119047624724,1.79891971179
25,0.221556886763,1.7756172954,0.0001,0.119047624724,1.79895896571
26,0.203592814193,1.78124761796,0.0001,0.119047624724,1.79895183018
27,0.233532938058,1.877654152,0.0001,0.119047624724,1.79894350256
28,0.233532940378,1.77890514328,0.0001,0.119047624724,1.79894392831
29,0.155688627216,1.78090554868,0.0001,0.119047624724,1.79893692902
30,0.197604796487,1.7835286199,0.0001,0.119047624724,1.79891189507
31,0.203592817494,1.77909259953,0.0001,0.119047624724,1.79892241955
32,0.203592816959,1.78016190615,0.0001,0.119047624724,1.79892916339
33,0.191616769679,1.7789484548,0.0001,0.119047624724,1.79893314838
34,0.209580844034,1.77998903483,0.0001,0.119047624724,1.79893328462
35,0.173652697377,1.78668738268,0.0001,0.119047624724,1.79895794392
36,0.185628745192,1.7806359658,0.0001,0.119047624724,1.79895131929
37,0.203592818833,1.7800316832,0.0001,0.119047624724,1.79895731381
38,0.197604790598,1.7815718558,0.0001,0.119047624724,1.79895147255
39,0.215568862454,1.77566969609,0.0001,0.119047624724,1.79898456165
40,0.143712576813,1.78015203176,0.0001,0.119047624724,1.79899491583
41,0.227544911607,1.78007696489,0.0001,0.119047624724,1.79899494989
42,0.161676649205,1.78030745783,0.0001,0.119047624724,1.79899639743
43,0.1736526947,1.78153357534,0.0001,0.119047624724,1.79899937766
44,0.179640721173,1.7821569714,0.0001,0.119047624724,1.79898439135
45,0.191616770304,1.78076288086,0.0001,0.119047624724,1.79898294381
46,0.16167664858,1.78244545217,0.0001,0.119047624724,1.79897020544
47,0.203592814193,1.77939295269,0.0001,0.119047624724,1.79897931644
48,0.191616771285,1.78215783442,0.0001,0.119047624724,1.79896833215
49,0.185628745192,1.7815917195,0.0001,0.119047624724,1.79896148614
0,0.149700602015,1.88796323645,0.01,0.166666673762,1.7975605045
1,0.167664674406,1.89447984224,0.01,0.238095240934,1.79058519432
2,0.191616768787,1.91993939734,0.01,0.166666673762,1.88068246841
3,0.191616768787,1.80105454479,0.01,0.0952380980764,1.82029300077
4,0.185628743586,1.78453446791,0.01,0.0952380980764,1.80860526221
5,0.167664675388,1.78049697919,0.01,0.0952380980764,1.80548226833
6,0.173652698983,1.8704739602,0.01,0.0952380980764,1.80399429798
7,0.179640721507,1.8012658065,0.01,0.142857149243,1.81460227285
8,0.161676649205,1.79247554691,0.01,0.142857149243,1.80291327408
9,0.155688626591,1.78818090447,0.01,0.0952380959477,1.79822068555
10,0.191616770393,1.78318622226,0.01,0.142857147115,1.79810651711
11,0.155688624718,1.78222154001,0.01,0.119047624724,1.79768696853
12,0.15568862561,1.78135401475,0.01,0.0952380959477,1.79902637005
13,0.18562874769,1.7835424546,0.001,0.0952380959477,1.79889813491
14,0.173652697912,1.78262901806,0.001,0.0952380959477,1.79882035937
15,0.161676650186,1.78276276731,0.001,0.0952380959477,1.79871920177
16,0.197604793364,1.78184723497,0.001,0.119047624724,1.79870854105
17,0.203592813479,1.77961961095,0.001,0.119047624724,1.79876141889
18,0.215568868878,1.77813126156,0.001,0.0952380959477,1.79900882925
19,0.173652696306,1.77982747769,0.001,0.0952380959477,1.79914937701
20,0.161676650722,1.78008250205,0.001,0.119047624724,1.79916151932
21,0.161676651213,1.78109004041,0.001,0.119047624724,1.79909336567
22,0.179640723114,1.78031847291,0.001,0.119047624724,1.79902940137
23,0.185628747779,1.77979313899,0.0001,0.119047624724,1.79903314795
24,0.125748505403,1.80961595538,0.0001,0.119047624724,1.79897134645
25,0.179640720972,1.78157945236,0.0001,0.119047624724,1.79896746363
26,0.155688623914,1.78196129256,0.0001,0.119047624724,1.79895620687
27,0.203592820439,1.78312539269,0.0001,0.119047624724,1.79893539633
28,0.167664672845,1.7808739932,0.0001,0.119047624724,1.79893430642
29,0.203592816959,1.77939001315,0.0001,0.119047624724,1.79894362177
30,0.197604792427,1.7811378726,0.0001,0.119047624724,1.79893723556
31,0.233532933775,1.78031887409,0.0001,0.119047624724,1.79894242968
32,0.233532937166,1.85423840877,0.0001,0.119047624724,1.79881651061
33,0.185628744567,1.78032907183,0.0001,0.119047624724,1.79882759707
34,0.185628748449,1.78157769563,0.0001,0.119047624724,1.79882241998
35,0.215568862543,1.79001750561,0.0001,0.119047624724,1.79883553301
36,0.203592815799,1.78033761636,0.0001,0.119047624724,1.79884319646
37,0.197604791758,1.77937495923,0.0001,0.119047624724,1.79884949752
38,0.167664671016,1.78103343027,0.0001,0.119047624724,1.79884803295
39,0.185628742604,1.78048201735,0.0001,0.119047624724,1.79885401045
40,0.197604795594,1.7819217886,0.0001,0.119047624724,1.79884328161
41,0.155688625521,1.77877886995,0.0001,0.119047624724,1.79885954516
42,0.221556893098,1.7812067049,0.0001,0.119047624724,1.79886737892
43,0.209580839483,1.77879155325,0.0001,0.119047624724,1.7988874742
44,0.185628745236,1.77802999005,0.0001,0.119047624724,1.79890247754
45,0.203592815888,1.78155518792,0.0001,0.119047624724,1.79889707906
46,0.203592814193,1.78047375765,0.0001,0.119047624724,1.7988993781
47,0.14970060139,1.78016082184,0.0001,0.119047624724,1.79890423162
48,0.209580839573,1.77824538982,0.0001,0.119047624724,1.7989208528
49,0.209580839394,1.77630624728,0.0001,0.119047624724,1.79895082542
0,0.149700602015,1.88796323645,0.01,0.166666673762,1.7975605045
1,0.167664674406,1.89447984224,0.01,0.238095240934,1.79058519432
2,0.191616768787,1.91993939734,0.01,0.166666673762,1.88068246841
3,0.191616768787,1.80105454479,0.01,0.0952380980764,1.82029300077
4,0.185628743586,1.78453430872,0.01,0.0952380980764,1.80860505785
5,0.167664675388,1.78049694635,0.01,0.0952380980764,1.80548138278
6,0.173652698983,1.87047569766,0.01,0.0952380980764,1.80399215221
7,0.179640721507,1.8013094014,0.01,0.142857149243,1.81464857715
8,0.161676649205,1.79248093488,0.01,0.142857149243,1.80288299492
9,0.155688626591,1.78816984656,0.01,0.0952380959477,1.79822296756
10,0.191616770393,1.78317889839,0.01,0.142857147115,1.79812477316
11,0.155688624718,1.78218558306,0.01,0.119047624724,1.79768810953
12,0.15568862561,1.78135906579,0.01,0.0952380959477,1.79915566104
13,0.191616768073,1.78357671763,0.001,0.0952380959477,1.79901278019
14,0.173652697912,1.7826431904,0.001,0.0952380959477,1.79892730713
15,0.16167664751,1.78279305504,0.001,0.0952380959477,1.79882173879
16,0.203592820171,1.78183471229,0.001,0.0952380959477,1.79881414345
17,0.197604789884,1.77964271685,0.001,0.0952380959477,1.79886410918
18,0.209580845283,1.77808739539,0.001,0.0952380959477,1.79911640712
19,0.185628743496,1.77983313549,0.001,0.0952380959477,1.79926097393
20,0.161676650722,1.78011408966,0.001,0.0952380959477,1.79927255426
21,0.167664674808,1.7811265984,0.001,0.119047624724,1.79919510228
22,0.179640723114,1.78036490315,0.001,0.119047624724,1.79912119252
